"Title","URL","Description","og:latitude","og:longitude","og:locality","og:title","og:description","og:url","og:image","og:type","og:site_name","twitter:url","twitter:description","twitter:image","twitter:title","twitter:card","itemprop name","itemprop description","itemprop image","Title length","Description length"
"女風が初めてで怖い方へ｜31の不安にお答えします | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/faq","東京裏彼氏（ウラカレ）に寄せられる31の質問と回答。料金総額（90分¥16,000〜＋交通費のみ）、予約から施術までの流れ、本番の有無、個人情報保護、セラピストの選び方を解説。指名料無料・追加料金なし・完全秘密厳守。","","","","女風が初めてで怖い方へ｜31の不安にお答えします","東京裏彼氏（ウラカレ）FAQ。料金総額（90分¥16,000〜）、施術の流れ、安全性など31の質問にお答えします。","https://urakare.jp/faq","https://urakare.jp/og-urakare-2026.jpg","article","","","東京裏彼氏（ウラカレ）FAQ。料金総額（90分¥16,000〜）、施術の流れ、安全性など31の質問にお答えします。","https://urakare.jp/og-urakare-2026.jpg","女風が初めてで怖い方へ｜31の不安にお答えします","summary_large_image","","","","47","108"
"東京の女風（女性用風俗）求人｜男性セラピスト募集","https://urakare.jp/recruit","東京都の女風（女性用風俗）で男性セラピストを募集する新店舗「東京裏彼氏」。創業メンバーとして、未経験から基礎研修とモニター女性との実践研修を受けられます。バック率最大90%・月収100万円超も可（完全歩合）・日払い・自由出勤・副業OK。","","","","東京の女風（女性用風俗）求人｜男性セラピスト募集","東京都の女風（女性用風俗）で男性セラピストを募集する新店舗「東京裏彼氏」。創業メンバーとして、未経験から基礎研修とモニター女性との実践研修を受けられます。バック率最大90%・月収100万円超も可（完全歩合）・日払い・自由出勤・副業OK。","https://urakare.jp/recruit","https://urakare.jp/og-recruit-2026.jpg","website","東京裏彼氏 - 女性用風俗","","東京都の女風（女性用風俗）で男性セラピストを募集する新店舗「東京裏彼氏」。創業メンバーとして、未経験から基礎研修とモニター女性との実践研修を受けられます。バック率最大90%・月収100万円超も可（完全歩合）・日払い・自由出勤・副業OK。","https://urakare.jp/og-recruit-2026.jpg","東京の女風（女性用風俗）求人｜男性セラピスト募集","summary_large_image","","","","24","118"
"","https://urakare.jp/reviews","","","","","","","","","","","","","","","","","","","0","0"
"女風モニター募集｜施術無料で研修生を育てる体験｜女性用風俗 東京裏彼氏","https://urakare.jp/monitor","東京裏彼氏の女風モニター募集。デビュー前の研修生セラピストの施術を無料で体験でき、あなたの評価が彼のデビューを決めます（ホテル代のみご負担）。歌舞伎町・池袋・渋谷。担当した彼がデビューしたら、デビュー記念に5,000円クーポンを進呈。女性用風俗が初めての方も歓迎。","","","","女風モニター募集｜施術無料で研修生を育てる体験｜女性用風俗 東京裏彼氏","東京裏彼氏の女風モニター募集。デビュー前の研修生セラピストの施術を無料で体験でき、あなたの評価が彼のデビューを決めます（ホテル代のみご負担）。歌舞伎町・池袋・渋谷。担当した彼がデビューしたら、デビュー記念に5,000円クーポンを進呈。女性用風俗が初めての方も歓迎。","https://urakare.jp/monitor","https://urakare.jp/og-monitor-free-2026.jpg","website","","","東京裏彼氏の女風モニター募集。デビュー前の研修生セラピストの施術を無料で体験でき、あなたの評価が彼のデビューを決めます（ホテル代のみご負担）。歌舞伎町・池袋・渋谷。担当した彼がデビューしたら、デビュー記念に5,000円クーポンを進呈。女性用風俗が初めての方も歓迎。","https://urakare.jp/og-monitor-free-2026.jpg","女風モニター募集｜施術無料で研修生を育てる体験｜女性用風俗 東京裏彼氏","summary_large_image","","","","35","132"
"友達紹介｜女風を友達と2人で利用すると¥5,000 OFF | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/referral","女友達と一緒にウラカレを利用すると、ふたりとも¥5,000 OFF。LINEで予約・相談OK。初めての女性用風俗を「ふたり」で安心スタート。女風／女性用風俗／ペア利用／友達紹介。","","","","友達紹介｜女風を友達と2人で利用すると¥5,000 OFF","女友達と一緒にウラカレを利用すると、ふたりとも¥5,000 OFF。LINEで予約・相談OK。","https://urakare.jp/referral","https://urakare.jp/banner-referral.webp","website","","","女友達と一緒にウラカレを利用すると、ふたりとも¥5,000 OFF。LINEで予約・相談OK。","https://urakare.jp/banner-referral.webp","友達紹介｜女風を友達と2人で利用すると¥5,000 OFF","summary_large_image","","","","52","89"
"","https://urakare.jp/therapist/4","","","","","","","","","","","","","","","","","","","0","0"
"","https://urakare.jp/therapist/1","","","","","","","","","","","","","","","","","","","0","0"
"女風行ってみた｜1人目ハズレ、2人目で人生変わった体験談レポ | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/interview/customer-interview-01","東京裏彼氏（ウラカレ）を利用した20代後半ミクさんのリアル体験談レポ。同じ日に2人のセラピストを呼び、1人目で「こんなもんか」、2人目で「これだ」と思った女風初体験。料金・流れ・正直な感想を本人の言葉でお届けします。","","","","女風行ってみた｜1人目ハズレ、2人目で人生変わった体験談レポ","東京裏彼氏（ウラカレ）を利用した20代後半ミクさんのリアル体験談レポ。同じ日に2人のセラピストを呼び、1人目で「こんなもんか」、2人目で「これだ」と思った女風初体験。料金・流れ・正直な感想を本人の言葉でお届けします。","","https://kemvfhztndsfrqqecfkf.supabase.co/storage/v1/object/public/column-images/customer-interview-01/og-image.webp?v=2","","","","東京裏彼氏（ウラカレ）を利用した20代後半ミクさんのリアル体験談レポ。同じ日に2人のセラピストを呼び、1人目で「こんなもんか」、2人目で「これだ」と思った女風初体験。料金・流れ・正直な感想を本人の言葉でお届けします。","https://kemvfhztndsfrqqecfkf.supabase.co/storage/v1/object/public/column-images/customer-interview-01/og-image.webp?v=2","女風行ってみた｜1人目ハズレ、2人目で人生変わった体験談レポ","summary_large_image","","","","53","108"
"「なんでもっと早く予約しなかったんだろう」｜離婚後に女風で変わった30代後半の体験談レポ | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/interview/customer-interview-03","30代後半、離婚を経験して自信をなくしていたMさん。2〜3ヶ月迷った末に女性用風俗を初体験。「なんでもっと早く電話しなかったんだろう」――美意識の復活、自己肯定感の回復、人生が前に動き出した体験談。","","","","「なんでもっと早く予約しなかったんだろう」｜離婚後に女風で変わった30代後半の体験談レポ","30代後半、離婚を経験して自信をなくしていたMさん。2〜3ヶ月迷った末に女性用風俗を初体験。「なんでもっと早く電話しなかったんだろう」――美意識の復活、自己肯定感の回復、人生が前に動き出した体験談。","","https://kemvfhztndsfrqqecfkf.supabase.co/storage/v1/object/public/column-images/customer-interview-03/og-image.webp","","","","30代後半、離婚を経験して自信をなくしていたMさん。2〜3ヶ月迷った末に女性用風俗を初体験。「なんでもっと早く電話しなかったんだろう」――美意識の復活、自己肯定感の回復、人生が前に動き出した体験談。","https://kemvfhztndsfrqqecfkf.supabase.co/storage/v1/object/public/column-images/customer-interview-03/og-image.webp","「なんでもっと早く予約しなかったんだろう」｜離婚後に女風で変わった30代後半の体験談レポ","summary_large_image","","","","67","99"
"'自分との約束を守れた日'から変わった｜女風レポ ミクさんインタビュー vol.2 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/interview/customer-interview-02","「推しの隣にふさわしい自分でいたい」――女性用風俗を利用してから、お花・ランニング・ジム・美容クリニックと自分磨きの連鎖が止まらなくなったミクさん（20代後半）のvol.2。自己肯定感が生まれる過程をリアルに語ります。","","","","'自分との約束を守れた日'から変わった｜女風レポ ミクさんインタビュー vol.2","「推しの隣にふさわしい自分でいたい」――女性用風俗を利用してから、お花・ランニング・ジム・美容クリニックと自分磨きの連鎖が止まらなくなったミクさん（20代後半）のvol.2。自己肯定感が生まれる過程をリアルに語ります。","","https://kemvfhztndsfrqqecfkf.supabase.co/storage/v1/object/public/column-images/customer-interview-02/og-image.webp","","","","「推しの隣にふさわしい自分でいたい」――女性用風俗を利用してから、お花・ランニング・ジム・美容クリニックと自分磨きの連鎖が止まらなくなったミクさん（20代後半）のvol.2。自己肯定感が生まれる過程をリアルに語ります。","https://kemvfhztndsfrqqecfkf.supabase.co/storage/v1/object/public/column-images/customer-interview-02/og-image.webp","'自分との約束を守れた日'から変わった｜女風レポ ミクさんインタビュー vol.2","summary_large_image","","","","64","109"
"旦那の風俗発覚、どうする？｜女性用風俗で離婚を決めた37歳の女風レポ | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/interview/customer-interview-04","旦那の風俗発覚から離婚まで7ヶ月。別居中、友達の誕生日プレゼントに女性用風俗（女風）をニコイチ利用した37歳エステ経営者アヤさんの体験談レポ。罪悪感ゼロが離婚の確証になった瞬間と、1年半通い続ける今。","","","","旦那の風俗発覚、どうする？｜女性用風俗で離婚を決めた37歳の女風レポ","旦那の風俗発覚から離婚まで7ヶ月。別居中、友達の誕生日プレゼントに女性用風俗（女風）をニコイチ利用した37歳エステ経営者アヤさんの体験談レポ。罪悪感ゼロが離婚の確証になった瞬間と、1年半通い続ける今。","","https://kemvfhztndsfrqqecfkf.supabase.co/storage/v1/object/public/column-images/customer-interview-04/og-image.webp?v=2","","","","旦那の風俗発覚から離婚まで7ヶ月。別居中、友達の誕生日プレゼントに女性用風俗（女風）をニコイチ利用した37歳エステ経営者アヤさんの体験談レポ。罪悪感ゼロが離婚の確証になった瞬間と、1年半通い続ける今。","https://kemvfhztndsfrqqecfkf.supabase.co/storage/v1/object/public/column-images/customer-interview-04/og-image.webp?v=2","旦那の風俗発覚、どうする？｜女性用風俗で離婚を決めた37歳の女風レポ","summary_large_image","","","","57","100"
"女性用風俗（女風）とは何？流れ・料金・本番の有無を2,000人施術の現役オーナーが正直に答えます | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/jofu-guide/hajimete-guide","女性用風俗（女風・じょふう）とは何をするところ？本番の有無・当日の流れ・所要時間・ホテル代込みの総額相場まで、全国No.1を2年連続受賞・2,000人施術の現役オーナーが正直に答えます。","","","","女性用風俗（女風）とは何？流れ・料金・本番の有無を2,000人施術の現役オーナーが正直に答えます","女性用風俗（女風・じょふう）とは何をするところ？本番の有無・当日の流れ・所要時間・ホテル代込みの総額相場まで、全国No.1を2年連続受賞・2,000人施術の現役オーナーが正直に答えます。","","https://kemvfhztndsfrqqecfkf.supabase.co/storage/v1/object/public/column-images/hajimete-guide/og-image.jpg","","","","女性用風俗（女風・じょふう）とは何をするところ？本番の有無・当日の流れ・所要時間・ホテル代込みの総額相場まで、全国No.1を2年連続受賞・2,000人施術の現役オーナーが正直に答えます。","https://kemvfhztndsfrqqecfkf.supabase.co/storage/v1/object/public/column-images/hajimete-guide/og-image.jpg","女性用風俗（女風）とは何？流れ・料金・本番の有無を2,000人施術の現役オーナーが正直に答えます","summary_large_image","","","","71","93"
"女性用風俗のお店選び完全ガイド｜業界の中の人が教える、安全な店・危ない店の見分け方 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/jofu-guide/jofu-shop-guide","女性用風俗の選び方を業界オーナーが本音で解説。安全なお店を見抜く8つのチェックポイント、避けるべき危険信号、口コミの見分け方まで。初めてでも安心して選べる完全ガイド。","","","","女性用風俗のお店選び完全ガイド｜業界の中の人が教える、安全な店・危ない店の見分け方","女性用風俗の選び方を業界オーナーが本音で解説。安全なお店を見抜く8つのチェックポイント、避けるべき危険信号、口コミの見分け方まで。初めてでも安心して選べる完全ガイド。","","https://kemvfhztndsfrqqecfkf.supabase.co/storage/v1/object/public/column-images/jofu-shop-guide/og-image.jpg","","","","女性用風俗の選び方を業界オーナーが本音で解説。安全なお店を見抜く8つのチェックポイント、避けるべき危険信号、口コミの見分け方まで。初めてでも安心して選べる完全ガイド。","https://kemvfhztndsfrqqecfkf.supabase.co/storage/v1/object/public/column-images/jofu-shop-guide/og-image.jpg","女性用風俗のお店選び完全ガイド｜業界の中の人が教える、安全な店・危ない店の見分け方","summary_large_image","","","","64","83"
"旦那や彼氏がいるのに女性用風俗（女風）は浮気? その罪悪感を、2,000人を接客した全国No.1現役セラピストが正直に答えます | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/jofu-guide/partner-jofu","旦那や彼氏がいるのに女性用風俗を使うのは浮気？ 罪悪感の正体を、2,000人以上を担当した全国No.1現役セラピストが現場の本音で正直に答えます。既婚・彼氏持ち女性の6〜8割が来てくれる現場のリアルを、優しく分かりやすく。","","","","旦那や彼氏がいるのに女性用風俗（女風）は浮気? その罪悪感を、2,000人を接客した全国No.1現役セラピストが正直に答えます","旦那や彼氏がいるのに女性用風俗を使うのは浮気？ 罪悪感の正体を、2,000人以上を担当した全国No.1現役セラピストが現場の本音で正直に答えます。既婚・彼氏持ち女性の6〜8割が来てくれる現場のリアルを、優しく分かりやすく。","","https://kemvfhztndsfrqqecfkf.supabase.co/storage/v1/object/public/column-images/partner-jofu/og-image.webp?v=2","","","","旦那や彼氏がいるのに女性用風俗を使うのは浮気？ 罪悪感の正体を、2,000人以上を担当した全国No.1現役セラピストが現場の本音で正直に答えます。既婚・彼氏持ち女性の6〜8割が来てくれる現場のリアルを、優しく分かりやすく。","https://kemvfhztndsfrqqecfkf.supabase.co/storage/v1/object/public/column-images/partner-jofu/og-image.webp?v=2","旦那や彼氏がいるのに女性用風俗（女風）は浮気? その罪悪感を、2,000人を接客した全国No.1現役セラピストが正直に答えます","summary_large_image","","","","86","111"
"ドラマ『ジョフウ』で話題の女性用風俗、実際はどう？｜原作の取材を受けた現役オーナーが語る | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/jofu-guide/jofu-drama-reality","テレ東ドラマ『ジョフウ』を観て女性用風俗（女風）に興味を持った方へ。原作漫画の取材を受けた現役オーナーが、ドラマと現実の5つの違い・リアルな現場のエピソード・安全な利用方法まで正直にお話しします。","","","","ドラマ『ジョフウ』で話題の女性用風俗、実際はどう？｜原作の取材を受けた現役オーナーが語る","テレ東ドラマ『ジョフウ』を観て女性用風俗（女風）に興味を持った方へ。原作漫画の取材を受けた現役オーナーが、ドラマと現実の5つの違い・リアルな現場のエピソード・安全な利用方法まで正直にお話しします。","","https://urakare.jp/images/column/jofu-drama-reality/hero.jpg","","","","テレ東ドラマ『ジョフウ』を観て女性用風俗（女風）に興味を持った方へ。原作漫画の取材を受けた現役オーナーが、ドラマと現実の5つの違い・リアルな現場のエピソード・安全な利用方法まで正直にお話しします。","https://urakare.jp/images/column/jofu-drama-reality/hero.jpg","ドラマ『ジョフウ』で話題の女性用風俗、実際はどう？｜原作の取材を受けた現役オーナーが語る","summary_large_image","","","","67","98"
"女性用風俗の当日の流れ｜予約〜退室まで完全シミュレーション | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/column/jofu-guide/jofu-day-flow","女性用風俗の当日の流れを、現役オーナーが予約〜退室まで完全シミュレーション。持ち物・服装・ホテル選び・シャワー・お金の渡し方まで。初めてでも安心の完全ガイド。","","","","女性用風俗の当日の流れ｜予約〜退室まで完全シミュレーション","女性用風俗の当日の流れを、現役オーナーが予約〜退室まで完全シミュレーション。持ち物・服装・ホテル選び・シャワー・お金の渡し方まで。初めてでも安心の完全ガイド。","","https://kemvfhztndsfrqqecfkf.supabase.co/storage/v1/object/public/column-images/jofu-day-flow/og-image.jpg","","","","女性用風俗の当日の流れを、現役オーナーが予約〜退室まで完全シミュレーション。持ち物・服装・ホテル選び・シャワー・お金の渡し方まで。初めてでも安心の完全ガイド。","https://kemvfhztndsfrqqecfkf.supabase.co/storage/v1/object/public/column-images/jofu-day-flow/og-image.jpg","女性用風俗の当日の流れ｜予約〜退室まで完全シミュレーション","summary_large_image","","","","52","79"
"こだわり検索 | 東京裏彼氏 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/search?area=新宿","年齢・身長・イメージであなたにぴったりのセラピストを検索。","","","","女風・女性用風俗なら東京裏彼氏｜東京の出張マッサージ","全国No.1セラピスト・ほまれ監修。イケメンセラピストがご自宅・ホテルへ出張。女風が初めての方も安心のLINE24時間受付。","","https://urakare.jp/og-urakare-2026.jpg","","","","全国No.1セラピスト・ほまれ監修。イケメンセラピストがご自宅・ホテルへ出張。女風が初めての方も安心のLINE24時間受付。","https://urakare.jp/og-urakare-2026.jpg","女風・女性用風俗なら東京裏彼氏｜東京の出張マッサージ","summary_large_image","","","","37","29"
"こだわり検索 | 東京裏彼氏 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/search?area=渋谷","年齢・身長・イメージであなたにぴったりのセラピストを検索。","","","","女風・女性用風俗なら東京裏彼氏｜東京の出張マッサージ","全国No.1セラピスト・ほまれ監修。イケメンセラピストがご自宅・ホテルへ出張。女風が初めての方も安心のLINE24時間受付。","","https://urakare.jp/og-urakare-2026.jpg","","","","全国No.1セラピスト・ほまれ監修。イケメンセラピストがご自宅・ホテルへ出張。女風が初めての方も安心のLINE24時間受付。","https://urakare.jp/og-urakare-2026.jpg","女風・女性用風俗なら東京裏彼氏｜東京の出張マッサージ","summary_large_image","","","","37","29"
"こだわり検索 | 東京裏彼氏 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/search?area=銀座","年齢・身長・イメージであなたにぴったりのセラピストを検索。","","","","女風・女性用風俗なら東京裏彼氏｜東京の出張マッサージ","全国No.1セラピスト・ほまれ監修。イケメンセラピストがご自宅・ホテルへ出張。女風が初めての方も安心のLINE24時間受付。","","https://urakare.jp/og-urakare-2026.jpg","","","","全国No.1セラピスト・ほまれ監修。イケメンセラピストがご自宅・ホテルへ出張。女風が初めての方も安心のLINE24時間受付。","https://urakare.jp/og-urakare-2026.jpg","女風・女性用風俗なら東京裏彼氏｜東京の出張マッサージ","summary_large_image","","","","37","29"
"こだわり検索 | 東京裏彼氏 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/search?area=六本木","年齢・身長・イメージであなたにぴったりのセラピストを検索。","","","","女風・女性用風俗なら東京裏彼氏｜東京の出張マッサージ","全国No.1セラピスト・ほまれ監修。イケメンセラピストがご自宅・ホテルへ出張。女風が初めての方も安心のLINE24時間受付。","","https://urakare.jp/og-urakare-2026.jpg","","","","全国No.1セラピスト・ほまれ監修。イケメンセラピストがご自宅・ホテルへ出張。女風が初めての方も安心のLINE24時間受付。","https://urakare.jp/og-urakare-2026.jpg","女風・女性用風俗なら東京裏彼氏｜東京の出張マッサージ","summary_large_image","","","","37","29"
"こだわり検索 | 東京裏彼氏 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/search?area=表参道","年齢・身長・イメージであなたにぴったりのセラピストを検索。","","","","女風・女性用風俗なら東京裏彼氏｜東京の出張マッサージ","全国No.1セラピスト・ほまれ監修。イケメンセラピストがご自宅・ホテルへ出張。女風が初めての方も安心のLINE24時間受付。","","https://urakare.jp/og-urakare-2026.jpg","","","","全国No.1セラピスト・ほまれ監修。イケメンセラピストがご自宅・ホテルへ出張。女風が初めての方も安心のLINE24時間受付。","https://urakare.jp/og-urakare-2026.jpg","女風・女性用風俗なら東京裏彼氏｜東京の出張マッサージ","summary_large_image","","","","37","29"
"こだわり検索 | 東京裏彼氏 | 東京の女風・女性用風俗なら【東京裏彼氏】","https://urakare.jp/search?area=恵比寿","年齢・身長・イメージであなたにぴったりのセラピストを検索。","","","","女風・女性用風俗なら東京裏彼氏｜東京の出張マッサージ","全国No.1セラピスト・ほまれ監修。イケメンセラピストがご自宅・ホテルへ出張。女風が初めての方も安心のLINE24時間受付。","","https://urakare.jp/og-urakare-2026.jpg","","","","全国No.1セラピスト・ほまれ監修。イケメンセラピストがご自宅・ホテルへ出張。女風が初めての方も安心のLINE24時間受付。","https://urakare.jp/og-urakare-2026.jpg","女風・女性用風俗なら東京裏彼氏｜東京の出張マッサージ","summary_large_image","","","","37","29"
